Stations_id|von_datum|bis_datum|Stationshoehe|geoBreite|geoLaenge|Stationsname|Bundesland
02160|19810101|20001231|360|50.8444|10.6904|Herrenhof|Thüringen

02166|19510101|19910502|344|51.0167|14.7500|Herrnhut|Sachsen

02167|19480101|20120331|302|49.7672|7.3356|Niederwörresbach|Rheinland-Pfalz

02171|19490101|20221030|272|50.8520|9.7377|Hersfeld,_Bad|Hessen

02173|19760101|20071231|60|51.5890|7.1548|Herten|Nordrhein-Westfalen

02174|19911001|20221030|238|51.6255|10.3695|Herzberg|Niedersachsen

02201|19310414|20221030|1|54.5750|13.1044|Hiddensee-Vitte|Mecklenburg-Vorpommern

02206|19530301|20080229|117|52.1408|9.8838|Hildesheim|Niedersachsen

02211|19370101|20221030|295|50.7370|7.6525|Hilgenroth|Rheinland-Pfalz

02221|19800101|19991031|1053|47.5408|10.4371|Hindelang-Unterjoch|Bayern

02223|19600101|20011231|300|50.3674|10.5687|Hindfeld|Thüringen

02226|19600401|20020930|668|50.4707|10.9106|Eisfeld-Waffenrod-Hinterrod|Thüringen

02228|19460101|20050331|883|47.8983|8.1055|Hinterzarten|Baden-Württemberg

02244|19460101|20050901|1008|47.7327|8.1627|Höchenschwand|Baden-Württemberg

02250|19410101|20060731|403|49.1279|12.8645|Höllenstein_(Kraftwerk)|Bayern

02252|19470101|20221030|271|50.8992|14.7456|Bertsdorf-Hörnitz|Sachsen

02253|19831001|19960731|10|54.7667|8.2833|Hörnum/Sylt|Schleswig-Holstein

02260|19490101|20061231|474|50.3230|11.9077|Hof_(Stadt)|Bayern

02261|19470101|20221030|565|50.3123|11.8760|Hof|Bayern

02264|19480101|20021130|242|51.5340|9.4789|Hofgeismar-Beberbeck|Hessen

02268|19490101|20061231|265|50.1351|10.5156|Hofheim|Bayern

02290|17810101|20221030|977|47.8009|11.0108|Hohenpeißenberg|Bayern

02297|19720601|19951130|80|54.1195|9.7127|Hohenwestedt|Schleswig-Holstein

02302|19910101|19921231|317|50.9632|11.4847|Hohlstedt-Kötschau|Thüringen

02303|19690101|20221030|10|54.3162|9.5385|Hohn|Schleswig-Holstein

02306|19771101|20221030|8|54.3194|10.6732|Hohwacht|Schleswig-Holstein

02315|20000601|20221030|80|51.7657|13.1666|Holzdorf_(Flugplatz)|Brandenburg

02318|19980801|20000131|397|50.2182|7.9133|Holzhausen_a.d._Haide|Rheinland-Pfalz

02319|19821201|20221030|685|47.8823|11.6961|Holzkirchen|Bayern

02323|19510101|20221030|110|51.8529|9.4953|Bevern,_Kr._Holzminden|Niedersachsen

02324|19750601|20080930|440|51.7659|9.5447|Holzminden-Silberborn|Niedersachsen

02327|19510101|20000630|250|50.7316|9.0032|Homberg/Ohm|Hessen

02331|19700101|20021231|235|49.3278|7.3533|Homburg/Saar|Saarland

02338|19740601|20051223|39|52.3333|7.5500|Hopsten_(Flugplatz)|Nordrhein-Westfalen

02349|19530101|20221030|1138|48.6136|8.2033|Hornisgrinde|Baden-Württemberg

02362|19821001|20221030|328|50.5651|7.4843|Hümmerich|Rheinland-Pfalz

02377|19810101|20221030|362|47.7001|7.5895|Kandern-Gupf|Baden-Württemberg

02385|19740401|20221030|376|49.6927|7.3263|Idar-Oberstein|Rheinland-Pfalz

02388|19900601|20031231|193|48.0419|7.6322|Ihringen|Baden-Württemberg

02406|19800701|20021130|209|49.2967|9.6520|Ingelfingen|Baden-Württemberg

02410|19740101|20221030|364|48.7111|11.5363|Ingolstadt_(Flugplatz)|Bayern

02423|19470101|20050701|712|47.6894|10.0416|Isny|Baden-Württemberg

02429|19880301|20221030|21|53.9897|9.5696|Itzehoe|Schleswig-Holstein

02436|19950101|20061231|55|52.0547|13.2344|Jänickendorf|Brandenburg

02437|19710101|20221030|21|54.4570|9.5203|Schleswig-Jagel|Schleswig-Holstein

02444|18210101|20221030|155|50.9251|11.5830|Jena_(Sternwarte)|Thüringen

02451|19910101|20010831|77|51.7954|12.9583|Jessen/Elster|Sachsen-Anhalt

02456|19310101|20050826|7|53.5322|7.8806|Jever|Niedersachsen

02474|19760101|20081231|91|50.9104|6.4093|Jülich_(Forsch.-Anlage)|Nordrhein-Westfalen

02477|19700401|20081231|728|47.5938|7.9597|Jungholz_(Kühmoos)|Baden-Württemberg

02480|19470101|20221030|108|50.0643|8.9930|Kahl/Main|Bayern

02483|19261101|20221030|839|51.1803|8.4891|Kahler_Asten|Nordrhein-Westfalen

02485|20110501|20221030|489|48.9170|9.6871|Kaisersbach-Cronhütte|Baden-Württemberg

02486|19010101|20221030|271|49.4262|7.7557|Kaiserslautern|Rheinland-Pfalz

02488|19460101|20020930|516|48.7701|10.7876|Kaisheim-Neuhof|Bayern

02493|19800101|19940531|2|54.4333|10.3667|Kalifornien|Schleswig-Holstein

02494|19930101|20130930|31|51.7329|6.2688|Kalkar|Nordrhein-Westfalen

02497|19470101|20221030|505|50.5014|6.5264|Kall-Sistig|Nordrhein-Westfalen

02503|19510101|20030505|487|50.6266|10.1455|Kaltennordheim|Thüringen

02521|19500101|19940331|374|48.6765|11.2961|Karlshuld|Bayern

02522|18760101|20081031|112|49.0382|8.3641|Karlsruhe|Baden-Württemberg

02532|18800101|20131031|231|51.2963|9.4424|Kassel|Hessen

02536|19830901|19921231|283|51.3173|9.4145|Kassel-Wilhelmshöhe_(A)|Hessen

02542|19700501|20160331|716|47.8652|10.6007|Kaufbeuren|Bayern

02543|19680101|20081231|585|48.0916|10.8609|Kaufering|Bayern

02546|19881001|20031231|140|48.5576|7.8800|Kehl-Odelshofen|Baden-Württemberg

02559|19520101|20221030|705|47.7233|10.3348|Kempten|Bayern

02564|19740101|20221030|28|54.3776|10.1424|Kiel-Holtenau|Schleswig-Holstein

02573|19870610|20221030|470|47.9588|12.7717|Waging_am_See-Schnöbling|Bayern

02575|20070522|20221030|432|49.1804|9.9800|Kirchberg/Jagst-Herboldshausen|Baden-Württemberg

02578|18650101|20221030|14|53.9995|11.4341|Kirchdorf/Poel|Mecklenburg-Vorpommern

02597|19460101|20221030|282|50.2240|10.0792|Kissingen,_Bad|Bayern

02600|19821101|20221030|193|49.7363|10.1781|Kitzingen|Bayern

02601|19360101|20221030|822|50.2218|8.4469|Kleiner_Feldberg/Taunus|Hessen

02618|19580101|20221030|732|50.8458|10.4803|Kleiner_Inselsberg|Thüringen

02627|19960701|20221030|128|51.5554|13.8845|Schipkau-Klettwitz|Brandenburg

02629|19041001|20221030|46|51.7612|6.0954|Kleve|Nordrhein-Westfalen

02638|19470101|20221030|974|48.1054|8.7548|Klippeneck|Baden-Württemberg

02641|19941001|20221030|90|51.5185|12.9065|Klitzschen_bei_Torgau|Sachsen

02657|19510101|20080131|85|50.3369|7.5992|Koblenz-Horchheim|Rheinland-Pfalz

02667|19570701|20221030|92|50.8646|7.1575|Köln-Bonn|Nordrhein-Westfalen

02677|19510101|20010831|730|48.1413|8.4285|Königsfeld/Schwarzwald|Baden-Württemberg

02680|19510101|20221030|289|50.2840|10.4456|Königshofen,_Bad|Bayern

02691|19940401|20081231|378|48.6707|11.2173|Königsmoos-Untermaxfeld|Bayern

02693|19420101|20031231|380|50.1855|8.4698|Königstein/Taunus|Hessen

02700|19610101|20221030|416|48.8302|11.4872|Kösching|Bayern

02701|19450701|20070331|136|51.1329|11.7252|Kösen,_Bad|Sachsen-Anhalt

02703|19980101|20001010|496|51.8550|9.3239|Köterberg|Nordrhein-Westfalen

02704|19931001|20220831|76|51.7511|12.0094|Köthen_(Anhalt)|Sachsen-Anhalt

02708|19910801|20221030|742|47.6652|11.0805|Kohlgrub,_Bad_(Rosshof)|Bayern

02712|19590701|20221030|428|47.6952|9.1307|Konstanz|Baden-Württemberg

02717|19890601|20051231|395|51.2662|8.8309|Korbach-Lengefeld|Hessen

02738|19710201|19980201|776|47.6448|11.7438|Kreuth|Bayern

02750|19490101|20221030|310|50.2524|11.3209|Kronach|Bayern

02773|19740101|20221030|415|49.4283|11.9016|Kümmersbruck|Bayern

02783|19660901|19920831|436|48.5126|12.1513|Kumhausen|Bayern

02794|19450501|20221030|40|52.9362|12.4093|Kyritz|Brandenburg

02796|20000601|20221030|41|53.9156|12.2790|Laage_(Flugplatz)|Mecklenburg-Vorpommern

02798|19750101|19980531|32|51.6000|6.1500|Laarbruch|Nordrhein-Westfalen

02812|19500101|20221030|156|48.3647|7.8280|Lahr|Baden-Württemberg

02814|19490101|20221030|687|48.5122|9.7644|Merklingen|Baden-Württemberg

02829|19690101|20180710|621|48.0772|10.9144|Landsberg_(Flugplatz)|Bayern

02831|19470111|20080331|393|48.5357|12.1132|Landshut|Bayern

02843|19900719|20151231|125|50.0075|8.6547|Langen_(BZ)|Hessen

02856|19930601|20221030|91|51.9173|13.0878|Langenlipsdorf|Brandenburg

02878|19470401|20221030|117|51.3909|11.8786|Lauchstädt,_Bad|Sachsen-Anhalt

02886|19700101|20221030|539|48.2175|9.9097|Laupheim|Baden-Württemberg

02889|19710101|19910930|300|51.6323|10.4737|Lauterberg,_Bad_(A)|Niedersachsen

02897|19900830|20221030|522|50.5808|9.2857|Lautertal-Hörgenau|Hessen

02905|19690101|20221030|550|48.1849|10.8507|Lechfeld|Bayern

02907|19741101|20221030|7|54.7903|8.9514|Leck|Schleswig-Holstein

02920|19780901|19970630|365|48.7654|12.5121|Leiblfing|Bayern

02925|19570101|20221030|356|51.3932|10.3123|Leinefelde|Thüringen

02928|18631201|20221030|138|51.3151|12.4462|Leipzig-Holzhausen|Sachsen

02932|19340101|20221030|131|51.4347|12.2396|Leipzig/Halle|Sachsen

02947|19620401|20221030|286|51.1333|8.0348|Lennestadt-Theten|Nordrhein-Westfalen

02949|19470801|20020131|758|48.5396|9.5275|Lenningen-Schopfloch|Baden-Württemberg

02950|19620401|20061231|14|54.2190|10.8844|Lensahn|Schleswig-Holstein

02951|19941001|20221030|20|53.1007|11.4864|Lenzen/Elbe|Brandenburg

02953|19610101|20221030|854|47.8597|8.2308|Lenzkirch-Ruhbühl|Baden-Württemberg

02954|19870401|20041228|990|47.8919|8.1788|Lenzkirch-Saig|Baden-Württemberg

02961|19980101|20221030|31|54.4996|10.2737|Leuchtturm_Kiel|Schleswig-Holstein

02968|19450101|20221030|43|50.9894|6.9777|Köln-Stammheim|Nordrhein-Westfalen

02985|19910101|20221030|321|50.9383|14.2094|Lichtenhain-Mittelndorf|Sachsen

03004|19490101|19990630|185|50.4116|8.0605|Limburg/Lahn-Offheim|Hessen

03015|19060401|20221030|98|52.2085|14.1180|Lindenberg|Brandenburg

03017|19840701|20100430|341|49.6800|8.7823|Lindenfels|Hessen

03018|19730401|20051231|445|49.7117|8.7804|Lindenfels-Winterkasten|Hessen

03023|19510101|20161231|22|52.5181|7.3081|Lingen|Niedersachsen

03028|19510101|20221030|157|51.7854|8.8388|Lippspringe,_Bad|Nordrhein-Westfalen

03031|19801201|20221030|92|51.6336|8.3945|Lippstadt-Bökenförde|Nordrhein-Westfalen

03032|19370101|20221030|25|55.0110|8.4125|List_auf_Sylt|Schleswig-Holstein

03034|19520301|20221030|496|50.4505|11.6350|Lobenstein,_Bad|Thüringen

03042|19930701|20221030|230|50.5617|8.2386|Löhnberg-Obershausen|Hessen

03044|19460101|20180531|22|52.7198|7.7472|Löningen|Niedersachsen

03045|19930501|20070630|27|52.7432|7.8763|Löningen-Hagel|Niedersachsen

03046|19800201|19910331|20|52.7333|7.7333|Löningen-Schnetlage|Niedersachsen

03056|19470101|20051031|161|50.0103|9.6100|Lohr/Main-Steinbach|Bayern

03083|19911001|20221030|57|51.9267|13.8797|Lübben-Blumenfelde|Brandenburg

03086|19850301|20221030|15|53.8025|10.6989|Lübeck-Blankensee|Schleswig-Holstein

03093|19541201|20221030|16|52.9724|11.1374|Lüchow|Niedersachsen

03096|19400101|19951231|444|51.2131|7.6359|Lüdenscheid_(Zeppelin-Gymnasium)|Nordrhein-Westfalen

03098|19931223|20221030|387|51.2452|7.6425|Lüdenscheid|Nordrhein-Westfalen

03101|19500101|19950930|58|51.7694|7.4128|Lüdinghausen|Nordrhein-Westfalen

03103|19470501|19971231|11|53.2657|10.4240|Lüneburg|Niedersachsen

03113|19910101|19910731|528|50.7663|10.7201|Luisenthal/Ohra|Thüringen

03126|18810101|20221030|79|52.1029|11.5827|Magdeburg|Sachsen-Anhalt

03137|19480101|20221030|195|49.9656|8.2139|Mainz-Lerchenberg_(ZDF)|Rheinland-Pfalz

03139|19831101|20041231|509|48.2166|11.2965|Maisach-Gernlinden|Bayern

03145|19981201|20080901|30|54.1800|10.5528|Malente,_Bad-Gremsmühlen|Schleswig-Holstein

03147|19530101|20221030|390|48.7548|12.2118|Mallersdorf-Pfaffenberg-Oberlindhart|Bayern

03155|19611101|20221030|413|50.1015|6.8009|Manderscheid-Sonnenhof|Rheinland-Pfalz

03158|19850101|20221030|12|52.5468|14.5453|Manschnow|Brandenburg

03164|19460101|20221030|187|50.8492|8.7745|Cölbe,_Kr._Marburg-Biedenkopf|Hessen

03166|19550801|20221030|639|50.6511|13.1469|Marienberg|Sachsen

03167|19621201|20221030|547|50.6621|7.9603|Marienberg,_Bad|Rheinland-Pfalz

03170|20000703|20100430|9|54.4937|11.2411|Marienleuchte|Schleswig-Holstein

03181|20210801|20221030|360|49.4875|10.6277|Markt_Erlbach-Hagenhofen|Bayern

03196|19020101|20221030|81|53.3222|11.9321|Marnitz|Mecklenburg-Vorpommern

03204|19831101|20221030|429|50.7335|10.8815|Martinroda|Thüringen

03212|19610101|20021231|230|50.3249|7.2300|Mayen|Rheinland-Pfalz

03226|20060801|20221030|107|51.7259|11.5109|Aschersleben-Mehringen|Sachsen-Anhalt

03228|19790801|19970331|506|51.0976|7.6670|Meinerzhagen_(A)|Nordrhein-Westfalen

03231|19790101|20221030|450|50.5611|10.3771|Meiningen|Thüringen

03234|19560601|20221030|158|51.1294|13.4328|Garsebach_bei_Meißen|Sachsen

03236|19860701|20011231|85|52.2147|8.3833|Melle|Niedersachsen

03244|19610101|20221030|614|47.9821|10.1384|Memmingen|Bayern

03245|19690101|20021129|630|47.9833|10.2333|Memmingen_(Flugplatz)|Bayern

03246|19841101|20070614|181|50.3667|7.3167|Mendig|Rheinland-Pfalz

03253|19610101|20061231|882|47.8309|8.0698|Sankt_Blasien-Menzenschwand|Baden-Württemberg

03254|19730101|20221030|19|52.7155|7.3176|Meppen|Niedersachsen

03257|19470101|20221004|251|49.4773|9.7622|Mergentheim,_Bad-Neunkirchen|Baden-Württemberg

03268|20000601|20221030|900|48.1694|8.9433|Meßstetten-Appental|Baden-Württemberg

03271|19410101|20221030|314|48.8548|12.9189|Metten|Bayern

03274|19921001|20111231|415|49.5070|6.5215|Mettlach-Orscholz_(Kurort)|Saarland

03278|20030101|20221030|354|48.5377|9.2734|Metzingen|Baden-Württemberg

03284|19870101|20221030|240|49.6692|9.0085|Michelstadt|Hessen

03287|19871001|20221030|453|49.7177|9.0997|Michelstadt-Vielbrunn|Hessen

03289|19721001|20221030|356|50.7281|11.7838|Schmieritz-Weltwitz|Thüringen

03291|19801101|20031231|129|49.7120|9.2258|Miltenberg|Bayern

03300|19740501|19930531|155|50.2285|9.1064|Mittel-Gründau|Hessen

03307|19370101|20221030|984|47.4779|11.2653|Mittenwald-Buckelwiesen|Bayern

03319|20060901|20221030|239|49.7644|9.2530|Röllbach|Bayern

03321|20080425|20221030|77|51.1313|6.3609|Mönchengladbach-Hilderath|Nordrhein-Westfalen

03340|19380101|20220430|265|50.4383|7.8061|Montabaur|Rheinland-Pfalz

03348|19900701|20221030|241|51.7209|9.8351|Moringen-Lutterbeck|Niedersachsen

03362|19980101|20221030|243|48.9721|8.8735|Mühlacker|Baden-Württemberg

03366|19530101|20221030|406|48.2790|12.5024|Mühldorf|Bayern

03369|19800101|20060315|42|53.6000|10.4833|Mühlenrade|Schleswig-Holstein

03370|19950401|20041130|300|51.2076|10.3956|Mühlhausen|Thüringen

03376|19370101|20221030|63|52.5176|14.1232|Müncheberg|Brandenburg

03379|19540601|20221030|515|48.1632|11.5429|München-Stadt|Bayern

03385|19550101|19990331|515|48.1660|11.5011|München-Nymphenburg|Bayern

03388|19940201|19970131|542|48.0919|11.6486|München-Perlach|Bayern

03390|19400101|19920517|529|48.1369|11.7094|München-Riem|Bayern

03402|19460101|20221030|755|48.3851|9.4837|Münsingen-Apfelstetten|Baden-Württemberg

03404|18910101|19911231|62|51.9494|7.5906|Münster|Nordrhein-Westfalen

03425|19510101|20040531|344|48.9729|9.5712|Murrhardt|Baden-Württemberg

03426|19360518|20221030|127|51.5660|14.7008|Muskau,_Bad|Sachsen

03432|19490101|19950331|380|48.5675|8.7179|Nagold|Baden-Württemberg

03442|19470101|20221030|149|50.3574|8.7506|Nauheim,_Bad|Hessen

03478|19760701|20050816|81|53.5468|13.1914|Neubrandenburg|Mecklenburg-Vorpommern

03484|19730101|20221030|380|48.7085|11.2147|Neuburg/Donau_(Flugplatz)|Bayern

03485|19910601|20221030|486|48.3115|10.3773|Neuburg/Kammel-Langenhaslach|Bayern

03486|19490101|20041231|212|49.2931|9.2722|Neudenau|Baden-Württemberg

03490|19480101|20221030|111|50.5346|7.0853|Neuenahr,_Bad-Ahrweiler|Rheinland-Pfalz

03509|20041001|20221030|78|53.1020|13.0421|Menz|Brandenburg

03513|19550101|20221030|845|50.5003|11.1345|Neuhaus_am_Rennweg|Thüringen

03518|19710101|19931231|793|47.9760|8.9101|Neuhausen_ob_Eck|Baden-Württemberg

03519|19931201|20031231|663|47.9519|8.9932|Neuhausen_ob_Eck-Unterschwandorf|Baden-Württemberg

03527|19470101|20221030|500|50.8923|9.4050|Neukirchen-Hauptschwenda|Hessen

03534|19810301|20221030|584|49.2713|11.4881|Neumarkt-Höhenberg|Bayern

03537|18880101|20070831|26|54.0873|9.9791|Neumünster|Schleswig-Holstein

03540|19920901|20221030|195|50.8446|7.3720|Neunkirchen-Seelscheid-Krawinkel|Nordrhein-Westfalen

03541|19620801|19920229|185|50.8956|7.3081|Neunkirchen-Seelscheid-Meisenbach|Nordrhein-Westfalen

03542|19751101|19950531|271|49.3500|7.1667|Neunkirchen/Saar|Saarland

03545|19700101|20221030|236|49.3440|7.2297|Neunkirchen-Wellesweiler|Saarland

03552|19610101|20190408|38|52.9037|12.8071|Neuruppin|Brandenburg

03565|19470101|20020131|315|49.5728|10.6001|Neustadt/Aisch|Bayern

03571|20080301|20221030|452|49.8174|11.8638|Neustadt_am_Kulm-Filchendorf|Bayern

03576|19760101|20021031|125|49.3478|8.1822|Neustadt/Weinstraße_(Heidehof)|Rheinland-Pfalz

03578|19811001|20061231|341|48.9831|12.1444|Regensburg-Burgweinting|Bayern

03590|19610101|20050930|180|50.2335|8.8923|Nidderau-Windecken|Hessen

03591|19940101|20221030|350|50.6743|6.4240|Nideggen-Schmidt|Nordrhein-Westfalen

03595|19660501|20030630|250|50.4107|7.8080|Niederelbert|Rheinland-Pfalz

03603|20000701|20221030|459|49.3895|9.9666|Niederstetten|Baden-Württemberg

03612|19470101|20221030|25|52.6711|9.2229|Nienburg|Niedersachsen

03621|19470101|20221030|435|48.8253|10.5067|Reimlingen|Bayern

03623|19690101|20221030|110|50.8294|6.6601|Nörvenich_(Flugplatz)|Nordrhein-Westfalen

03631|18580301|20221030|12|53.7123|7.1519|Norderney|Niedersachsen

03639|19740101|20221030|26|53.7647|8.6584|Nordholz_(Flugplatz)|Niedersachsen

03640|19360101|20061231|24|52.4124|7.0640|Nordhorn-Blanke|Niedersachsen

03651|19920402|20221030|109|51.7521|9.9450|Northeim-Stöckheim|Niedersachsen

03657|19830601|20150831|341|50.9081|7.5543|Nümbrecht_auf_dem_Lindchen|Nordrhein-Westfalen

03658|19800701|20050131|303|50.9095|7.5725|Nümbrecht-Distelkamp|Nordrhein-Westfalen

03659|19470101|19950327|627|50.3391|6.9501|Nürburg|Rheinland-Pfalz

03660|19950224|20221030|485|50.3602|6.8697|Nürburg-Barweiler|Rheinland-Pfalz

03667|19750101|20221030|369|49.4258|11.2539|Nürnberg-Netzstall|Bayern

03668|18790101|20221030|314|49.5030|11.0549|Nürnberg|Bayern

03671|19550101|19910331|280|48.6321|9.3261|Nürtingen|Baden-Württemberg

03679|19470101|20221030|518|47.6187|12.1665|Kiefersfelden-Gach|Bayern

03702|19720101|20061231|515|47.8780|7.8288|Münstertal-Obermünstertal|Baden-Württemberg

03705|19820701|20041231|475|48.3147|8.5735|Oberndorf/Neckar-Aistaig|Baden-Württemberg

03722|19760401|20111119|484|48.2443|11.5528|Oberschleißheim|Bayern

03727|19831001|20010930|800|47.5619|10.0313|Oberstaufen-Kalzhofen|Bayern

03730|19100101|20221030|806|47.3984|10.2759|Oberstdorf|Bayern

03734|20040701|20221030|230|49.1280|9.3525|Obersulm-Willsbach|Baden-Württemberg

03739|19481001|20221030|596|49.4521|12.4365|Oberviechtach|Bayern

03751|19880601|19971231|626|48.0449|9.8822|Ochsenhausen-Mittelbuch|Baden-Württemberg

03753|19640101|19930331|56|52.2042|7.1784|Ochtrup|Nordrhein-Westfalen

03761|19470101|20221030|276|49.2070|9.5176|Öhringen|Baden-Württemberg

03775|19780101|19981216|100|50.1029|8.7468|Offenbach/Main_(Zentrallabor)|Hessen

03776|19571101|19951031|110|50.0946|8.7546|Offenbach/M._(Stadt)|Hessen

03777|19580101|20031231|153|48.4593|7.9255|Offenburg|Baden-Württemberg

03791|19690101|20121001|11|53.1763|8.1824|Oldenburg|Niedersachsen

03811|19411001|20221030|150|51.2960|13.0928|Oschatz|Sachsen

03815|19520201|20101130|95|52.2553|8.0534|Osnabrück|Niedersachsen

03821|19840801|20221030|246|51.0873|11.9293|Osterfeld|Sachsen-Anhalt

03836|19720501|20221030|314|50.4538|10.2211|Ostheim_v.d._Rhön|Bayern

03856|19490101|19930630|1010|47.6383|10.4313|Oy-Mittelberg|Bayern

03857|19931001|20221030|886|47.6362|10.3892|Oy-Mittelberg-Petersthal|Bayern

03875|19500101|20221030|549|49.1510|11.6896|Parsberg/Oberpfalz-Eglwang|Bayern

03879|19480101|19970103|409|48.5779|13.4694|Passau-Oberhaus|Bayern

03883|19700301|19980131|442|50.5999|11.9966|Pausa-Unterreichenau|Sachsen

03897|19980101|20221030|2|54.0893|10.8773|Pelzerhaken|Schleswig-Holstein

03903|19510101|20040930|175|49.5114|6.3857|Perl-Besch|Saarland

03904|19650101|20221030|152|49.5354|6.3789|Perl-Nennig|Saarland

03905|19900829|20221030|407|49.5214|6.4476|Perl-Sinz-Renglischberg|Saarland

03921|19740601|19960430|396|49.8500|7.6000|Pferdsfeld|Rheinland-Pfalz

03922|19751101|20010630|435|49.1162|10.8598|Pfofeld-Langlau|Bayern

03924|19370101|20050831|246|48.9059|8.7412|Pforzheim-Eutingen|Baden-Württemberg

03925|19890406|20221030|332|48.9329|8.6973|Pforzheim-Ispringen|Baden-Württemberg

03927|19580101|20221030|630|47.9345|9.2869|Pfullendorf|Baden-Württemberg

03939|19500101|20221030|385|49.1912|7.5879|Pirmasens|Rheinland-Pfalz

03946|18820101|20221030|387|50.4818|12.1300|Plauen|Sachsen

03954|19700701|19960930|26|54.1603|10.4345|Plön_(Max-Planck-Institut)|Schleswig-Holstein

03955|19500101|19970131|24|54.1590|10.4020|Plön_(See)|Schleswig-Holstein

03974|19490301|19930630|368|49.5058|11.5142|Pommelsbrunn|Bayern

03975|19930901|20221030|522|49.4777|11.5357|Pommelsbrunn-Mittelburg|Bayern

03987|18930101|20221030|82|52.3812|13.0622|Potsdam|Brandenburg

03988|18930101|20191231|81|52.3822|13.0622|Potsdam_(Säkularstation)|Brandenburg

04024|18530701|20221030|40|54.3643|13.4771|Putbus|Mecklenburg-Vorpommern

04032|19450101|20221030|142|51.7953|11.1320|Quedlinburg|Sachsen-Anhalt

04036|19530601|20221030|204|51.3895|11.5412|Querfurt-Mühle_Lodersleben|Sachsen-Anhalt

04039|19741201|20221030|11|53.7331|9.8776|Quickborn|Schleswig-Holstein

04053|19530101|19961231|407|47.7458|9.0007|Radolfzell-Markelfingen|Baden-Württemberg

04063|19510101|20221030|41|52.4461|8.5906|Rahden-Kleinendorf|Nordrhein-Westfalen

04066|19861101|19990131|553|47.9091|11.1048|Raisting|Bayern

04079|19470101|20050630|200|51.1765|11.4183|Rastenberg|Thüringen

04091|19620701|19980630|1640|47.7327|12.6827|Rauschberg_bei_Ruhpolding|Bayern

04094|19460101|20221030|441|47.8062|9.6206|Weingarten,_Kr._Ravensburg|Baden-Württemberg

04104|18790101|20221030|365|49.0425|12.1019|Regensburg|Bayern

04125|18970101|20061130|470|47.7238|12.8740|Reichenhall,_Bad|Bayern

04127|19911001|20221030|347|50.9906|7.6958|Reichshof-Eckenhagen|Nordrhein-Westfalen

04154|20110201|20180630|345|51.1800|7.2505|Remscheid-Lennep|Nordrhein-Westfalen

04156|19731001|19980228|8|54.2878|9.6749|Rendsburg|Schleswig-Holstein

04157|19850601|20031130|315|50.5052|7.4881|Rengsdorf_(Kurort)|Rheinland-Pfalz

04160|19701222|20221030|478|48.7425|8.9240|Renningen-Ihinger_Hof|Baden-Württemberg

04166|19880501|20021231|360|48.5051|9.1833|Reutlingen-Betzingen|Baden-Württemberg

04169|19580101|20221030|131|48.6703|7.9939|Rheinau-Memprechtshofen|Baden-Württemberg

04174|19710101|20171220|40|52.2887|7.3866|Rheine-Bentlage|Nordrhein-Westfalen

04175|19530901|20221030|283|47.5590|7.7721|Rheinfelden|Baden-Württemberg

04177|19480101|20221030|116|48.9726|8.3301|Rheinstetten|Baden-Württemberg

04189|20040801|20221030|534|48.1479|9.4596|Altheim,_Kreis_Biberach|Baden-Württemberg

04222|19630101|20060131|464|50.5263|12.4091|Rodewisch|Sachsen

04225|19790601|20190412|373|49.2195|12.5360|Roding-Wetterfeld|Bayern

04240|19480101|19920930|440|50.6407|6.2058|Roetgen|Nordrhein-Westfalen

04261|19500101|20221030|442|47.8753|12.1280|Rosenheim|Bayern

04271|19470101|20221030|5|54.1803|12.0808|Rostock-Warnemünde|Mecklenburg-Vorpommern

04275|19460101|20221030|32|53.1288|9.3398|Rotenburg_(Wümme)|Niedersachsen

04278|19510101|20081231|340|49.2511|11.0934|Roth_bei_Nürnberg|Bayern

04279|19890418|20221030|593|50.3046|6.3862|Roth_bei_Prüm|Rheinland-Pfalz

04280|19710101|20221030|386|49.2162|11.1035|Roth|Bayern

04287|19470601|20221030|415|49.3849|10.1732|Rothenburg_ob_der_Tauber|Bayern

04293|19580101|20051130|747|47.6819|11.7714|Rottach-Egern|Bayern

04294|19790701|20021031|360|48.4704|8.9687|Rottenburg-Kiebingen|Baden-Württemberg

04300|19570201|20221030|589|48.1815|8.6356|Rottweil|Baden-Württemberg

04301|19470101|20221030|102|49.8502|7.8710|Kreuznach,_Bad|Rheinland-Pfalz

04318|19710601|20061231|692|47.7310|12.6610|Ruhpolding|Bayern

04320|19880601|19920930|36|54.0934|10.2223|Ruhwinkel|Schleswig-Holstein

04323|19690101|20221030|461|49.6468|7.8837|Ruppertsecken|Rheinland-Pfalz

04336|19510101|20221030|320|49.2128|7.1077|Saarbrücken-Ensheim|Saarland

